wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,13053.0,13053.0,13053.0,14319.0,13053.0,14540.0,13636.0,13340.0,13340.0,15474.0
2.0,100.0,0.0,12483.0,12483.0,12483.0,14069.0,12483.0,14047.0,12923.0,12800.0,12800.0,15430.0
2.0,100.0,0.0,11934.0,11958.0,11955.0,13528.0,11934.0,13274.0,12228.0,12316.0,12316.0,15295.0
3.0,100.0,0.0,15676.0,15701.0,15699.0,17329.0,15676.0,17028.0,16297.0,16357.0,16357.0,18595.0
3.0,100.0,0.0,16229.0,15173.0,15154.0,17008.0,16229.0,16289.0,15714.0,15944.0,15944.0,18552.0
3.0,100.0,0.0,16333.0,14721.0,14706.0,16436.0,16333.0,16003.0,15284.0,15547.0,15547.0,18467.0
4.0,100.0,0.0,17721.0,17867.0,17776.0,19247.0,17721.0,18939.0,18375.0,18468.0,18468.0,20528.0
4.0,100.0,0.0,17127.0,17222.0,17138.0,18873.0,17127.0,18489.0,17823.0,18121.0,18121.0,20490.0
4.0,100.0,0.0,16694.0,16757.0,16694.0,18387.0,16694.0,18067.0,17383.0,17740.0,17740.0,20425.0
2.0,120.0,20.0,11566.0,11589.0,11576.0,13069.0,11566.0,12483.0,11825.0,11589.0,11663.0,14432.0
2.0,120.0,20.0,12021.0,11134.0,11134.0,13538.0,12021.0,11931.0,11378.0,11136.0,11205.0,14327.0
2.0,120.0,20.0,12446.0,10760.0,10760.0,13675.0,12446.0,10975.0,10962.0,10760.0,10816.0,14036.0
3.0,120.0,20.0,14058.0,14363.0,14363.0,16505.0,14058.0,15176.0,14817.0,14427.0,14409.0,17323.0
3.0,120.0,20.0,13583.0,13827.0,13827.0,16426.0,13583.0,14869.0,14384.0,14042.0,13902.0,17309.0
3.0,120.0,20.0,13281.0,13303.0,13277.0,16149.0,13281.0,14594.0,13966.0,13592.0,13344.0,17193.0
