wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,13064.0,13064.0,13064.0,14357.0,13064.0,14609.0,13654.0,13378.0,13378.0,15461.0
2.0,100.0,0.0,12509.0,12509.0,12509.0,14104.0,12509.0,14123.0,12940.0,12842.0,12842.0,15431.0
2.0,100.0,0.0,11974.0,11983.0,11991.0,13561.0,11974.0,13286.0,12272.0,12351.0,12351.0,15291.0
3.0,100.0,0.0,15710.0,15710.0,15753.0,17355.0,15710.0,17125.0,16309.0,16366.0,16366.0,18568.0
3.0,100.0,0.0,16316.0,15185.0,15166.0,17026.0,16316.0,16329.0,15789.0,15938.0,15938.0,18508.0
3.0,100.0,0.0,16421.0,14760.0,14723.0,16490.0,16421.0,16048.0,15418.0,15542.0,15542.0,18455.0
4.0,100.0,0.0,17762.0,17872.0,17803.0,19310.0,17762.0,19045.0,18374.0,18504.0,18504.0,20505.0
4.0,100.0,0.0,17232.0,17240.0,17196.0,18958.0,17232.0,18587.0,17784.0,18252.0,18252.0,20487.0
4.0,100.0,0.0,16776.0,16807.0,16776.0,18431.0,16776.0,18213.0,17352.0,17777.0,17777.0,20381.0
2.0,120.0,20.0,11569.0,11592.0,11564.0,13147.0,11569.0,12472.0,11823.0,11592.0,11661.0,14426.0
2.0,120.0,20.0,12029.0,11153.0,11153.0,13573.0,12029.0,11949.0,11392.0,11143.0,11204.0,14331.0
2.0,120.0,20.0,12436.0,10813.0,10813.0,13781.0,12436.0,10956.0,10981.0,10813.0,10858.0,14049.0
3.0,120.0,20.0,14089.0,14387.0,14387.0,16452.0,14089.0,15330.0,14939.0,14454.0,14403.0,17290.0
3.0,120.0,20.0,13591.0,13868.0,13868.0,16440.0,13591.0,15006.0,14511.0,14076.0,13923.0,17262.0
3.0,120.0,20.0,13301.0,13345.0,13312.0,16194.0,13301.0,14711.0,14051.0,13644.0,13357.0,17192.0
4.0,120.0,20.0,16117.0,16257.0,16257.0,18037.0,16117.0,17313.0,16815.0,16794.0,16556.0,19201.0
4.0,120.0,20.0,16049.0,15780.0,15780.0,18025.0,16049.0,16961.0,16419.0,16216.0,16076.0,19132.0
4.0,120.0,20.0,16241.0,15259.0,15259.0,17573.0,16241.0,16464.0,16062.0,15836.0,15513.0,19135.0
2.0,200.0,0.0,13024.0,13047.0,13024.0,15105.0,13024.0,14701.0,13878.0,13235.0,13235.0,15445.0
2.0,200.0,0.0,12508.0,12508.0,12508.0,14647.0,12508.0,14326.0,13243.0,13818.0,13818.0,15403.0
2.0,200.0,0.0,12016.0,12005.0,12016.0,14319.0,12016.0,13796.0,12556.0,14382.0,14382.0,15271.0
3.0,200.0,0.0,15712.0,15786.0,15774.0,18035.0,15712.0,17459.0,16516.0,16041.0,16041.0,18524.0
3.0,200.0,0.0,16042.0,15311.0,15303.0,18062.0,16042.0,17104.0,16196.0,16045.0,16045.0,18512.0
3.0,200.0,0.0,14964.0,14794.0,14761.0,17176.0,14964.0,16661.0,15749.0,15837.0,15837.0,18389.0
4.0,200.0,0.0,17742.0,17716.0,17699.0,19791.0,17742.0,19356.0,18413.0,18050.0,18050.0,20464.0
4.0,200.0,0.0,17193.0,17216.0,17200.0,19515.0,17193.0,19118.0,18033.0,17910.0,17910.0,20439.0
4.0,200.0,0.0,16770.0,16811.0,16745.0,19675.0,16770.0,18818.0,17728.0,17916.0,17916.0,20376.0
2.0,240.0,40.0,11605.0,11588.0,11588.0,14558.0,11605.0,12653.0,12008.0,11601.0,11644.0,14384.0
2.0,240.0,40.0,12024.0,11175.0,11176.0,14290.0,12024.0,12160.0,11471.0,12028.0,11194.0,14305.0
2.0,240.0,40.0,12543.0,10850.0,10850.0,14646.0,12543.0,11629.0,11027.0,12460.0,10886.0,14049.0
3.0,240.0,40.0,14169.0,14399.0,14295.0,17313.0,14169.0,15304.0,15074.0,14475.0,14483.0,17267.0
3.0,240.0,40.0,13752.0,13855.0,13791.0,17331.0,13752.0,14973.0,14684.0,14445.0,13880.0,17287.0
3.0,240.0,40.0,13322.0,13287.0,13336.0,17568.0,13322.0,14637.0,14180.0,14417.0,13342.0,17171.0
4.0,240.0,40.0,16165.0,16255.0,16204.0,19089.0,16165.0,17232.0,16724.0,16451.0,16536.0,19171.0
4.0,240.0,40.0,16013.0,15814.0,15814.0,19503.0,16013.0,16954.0,16370.0,16257.0,16053.0,19173.0
4.0,240.0,40.0,16258.0,15301.0,15396.0,19324.0,16258.0,16633.0,16036.0,15910.0,15474.0,19102.0
2.0,300.0,0.0,13177.0,13153.0,13170.0,15274.0,13177.0,14407.0,14202.0,13251.0,13251.0,15516.0
2.0,300.0,0.0,12600.0,12600.0,12593.0,15174.0,12600.0,13919.0,13562.0,12664.0,12664.0,15473.0
2.0,300.0,0.0,14325.0,12035.0,12035.0,14895.0,14325.0,13329.0,12834.0,12119.0,12119.0,15353.0
3.0,300.0,0.0,15977.0,15928.0,15944.0,18490.0,15977.0,17277.0,16857.0,16148.0,16148.0,18664.0
3.0,300.0,0.0,15358.0,15365.0,15376.0,18163.0,15358.0,16811.0,16566.0,16000.0,16000.0,18637.0
3.0,300.0,0.0,14827.0,14871.0,14822.0,18060.0,14827.0,16449.0,16126.0,15891.0,15891.0,18527.0
4.0,300.0,0.0,18093.0,18031.0,18001.0,20361.0,18093.0,19115.0,18825.0,18293.0,18293.0,20675.0
4.0,300.0,0.0,17649.0,17570.0,17587.0,20082.0,17649.0,18799.0,18517.0,17953.0,17953.0,20645.0
4.0,300.0,0.0,17492.0,17023.0,17087.0,20069.0,17492.0,18411.0,18105.0,17244.0,17244.0,20565.0
2.0,360.0,60.0,11706.0,11664.0,11698.0,15199.0,11706.0,12489.0,12234.0,11641.0,11689.0,14463.0
2.0,360.0,60.0,11205.0,11195.0,11203.0,15060.0,11205.0,12007.0,11634.0,11181.0,11211.0,14371.0
2.0,360.0,60.0,10842.0,10830.0,10830.0,15018.0,10842.0,11435.0,11205.0,10826.0,10835.0,14115.0
3.0,360.0,60.0,14256.0,14506.0,14297.0,18157.0,14256.0,15313.0,15280.0,14501.0,14444.0,17420.0
3.0,360.0,60.0,14434.0,13972.0,14063.0,18063.0,14434.0,14958.0,14948.0,14564.0,13897.0,17382.0
3.0,360.0,60.0,13163.0,13459.0,13490.0,18007.0,13163.0,14608.0,14529.0,14595.0,13371.0,17307.0
4.0,360.0,60.0,16300.0,16433.0,16433.0,19981.0,16300.0,17262.0,17055.0,16589.0,16644.0,19360.0
