wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GO,GP,GS,BS,RND
2.0,1000.0,0.0,128086.0,128012.0,128067.0,128086.0,143188.0,128313.0,128339.0,128339.0,155104.0
2.0,1000.0,0.0,134526.0,121798.0,121820.0,134526.0,136421.0,122014.0,122194.0,122194.0,154683.0
2.0,1000.0,0.0,141283.0,116621.0,116604.0,141283.0,129223.0,116946.0,116985.0,116985.0,153338.0
3.0,1000.0,0.0,155547.0,155195.0,155405.0,155547.0,169363.0,155647.0,156220.0,156220.0,186546.0
3.0,1000.0,0.0,149864.0,149795.0,149888.0,149864.0,165259.0,150133.0,154662.0,154662.0,186221.0
3.0,1000.0,0.0,144542.0,144459.0,144481.0,144542.0,160923.0,144726.0,159063.0,159063.0,185217.0
4.0,1000.0,0.0,175778.0,175408.0,175763.0,175778.0,190072.0,175693.0,176512.0,176512.0,206380.0
4.0,1000.0,0.0,178992.0,170407.0,170535.0,178992.0,186070.0,170852.0,176824.0,176824.0,206144.0
4.0,1000.0,0.0,181981.0,165190.0,165192.0,181981.0,181672.0,165409.0,177313.0,177313.0,205391.0
2.0,1200.0,200.0,113502.0,113480.0,113510.0,113502.0,122455.0,113747.0,113421.0,113456.0,144465.0
2.0,1200.0,200.0,109303.0,109273.0,109276.0,109303.0,116126.0,109282.0,109261.0,109297.0,143724.0
2.0,1200.0,200.0,123302.0,106100.0,106113.0,123302.0,111275.0,106167.0,106060.0,106081.0,141084.0
3.0,1200.0,200.0,138526.0,142051.0,142051.0,138526.0,151490.0,142347.0,142252.0,140546.0,174058.0
3.0,1200.0,200.0,134625.0,136347.0,136347.0,134625.0,147935.0,136665.0,142024.0,134898.0,173643.0
3.0,1200.0,200.0,130237.0,130866.0,130320.0,130237.0,144002.0,131535.0,141841.0,129414.0,172873.0
4.0,1200.0,200.0,158958.0,161008.0,161008.0,158958.0,169991.0,162710.0,162267.0,161927.0,193275.0
4.0,1200.0,200.0,156674.0,155600.0,155600.0,156674.0,166106.0,157052.0,163919.0,156317.0,193074.0
4.0,1200.0,200.0,163863.0,150511.0,150511.0,163863.0,162394.0,151715.0,164816.0,150828.0,192558.0
2.0,2000.0,0.0,128292.0,128236.0,128282.0,128292.0,141622.0,128844.0,128404.0,128404.0,155190.0
2.0,2000.0,0.0,134811.0,121985.0,121971.0,134811.0,135234.0,122124.0,122153.0,122153.0,154717.0
2.0,2000.0,0.0,141319.0,116538.0,116527.0,141319.0,127309.0,116650.0,116726.0,116726.0,153416.0
3.0,2000.0,0.0,155917.0,155651.0,155792.0,155917.0,168695.0,156448.0,156621.0,156621.0,186711.0
3.0,2000.0,0.0,150350.0,150167.0,150331.0,150350.0,164613.0,150502.0,159615.0,159615.0,186379.0
3.0,2000.0,0.0,144638.0,144625.0,144553.0,144638.0,159747.0,144704.0,162827.0,162827.0,185408.0
4.0,2000.0,0.0,176637.0,176738.0,176379.0,176637.0,189378.0,176398.0,176131.0,176131.0,206610.0
