wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,9.4644092,0.2568469,0.3347674,2.1311398,0.2244876,0.0201428,0.0588202,0.4606037,0.0007749,0.0955311
2.0,100.0,0.0,0.1943402,0.2504418,0.2459417,2.0869485,0.2015968,0.0201567,0.0015078,0.0008543,0.0008402,0.0195969
2.0,100.0,0.0,0.1780017,0.2609513,0.2624245,2.07972,0.1726962,0.0199514,0.0016526,0.0008726,0.0008393,0.0182962
3.0,100.0,0.0,0.2564124,0.2566418,0.2791948,2.0540306,0.2496447,0.0203576,0.0016147,0.0010103,0.0008835,0.0421041
3.0,100.0,0.0,0.4900617,0.2475538,0.2620727,2.1494958,0.5079749,0.020012,0.0015868,0.0009027,0.0009643,0.0242245
3.0,100.0,0.0,0.6474929,0.2633912,0.2665329,2.0233911,0.6222884,0.0203326,0.0015699,0.0008989,0.0009036,0.0218058
4.0,100.0,0.0,1.0103267,0.2676681,0.2734708,2.0311654,0.9376282,0.0202042,0.0016284,0.0009506,0.0009178,0.0281858
4.0,100.0,0.0,0.4596304,0.2398486,0.2555815,1.9727016,0.4531273,0.020466,0.0016599,0.0009496,0.0011726,0.0249064
4.0,100.0,0.0,0.2771861,0.2496536,0.2440112,1.9752985,0.2851388,0.0203304,0.0017671,0.0009256,0.0009412,0.0274698
2.0,120.0,20.0,0.3749676,0.2508893,0.2420367,2.0312127,0.3382782,0.0214841,0.0015134,0.0008468,0.0008278,0.1489952
2.0,120.0,20.0,0.2518328,0.2504911,0.241556,1.9432834,0.2475313,0.0213,0.0014174,0.0008301,0.0008251,0.1382079
2.0,120.0,20.0,0.3156451,0.2436418,0.2404958,2.0266826,0.3132758,0.0217386,0.0015619,0.000842,0.0007944,0.1325643
3.0,120.0,20.0,0.6787277,0.2451828,0.2571009,2.0044763,0.7090817,0.0215022,0.0016662,0.00098,0.001037,0.2628915
3.0,120.0,20.0,0.3998448,0.2604786,0.2671397,2.0122989,0.3817716,0.0217244,0.0017728,0.0009715,0.0008633,0.2583879
3.0,120.0,20.0,0.4482213,0.2439163,0.2590183,2.0131125,0.4378043,0.0212757,0.0016323,0.0010187,0.0009052,0.2546181
4.0,120.0,20.0,2.2224841,0.2577678,0.249522,2.018975,2.1257422,0.0214681,0.0017132,0.0010796,0.0009075,0.4966311
4.0,120.0,20.0,1.8687096,0.2484964,0.2830541,2.0060941,1.8380365,0.0225898,0.001772,0.0010228,0.0008977,0.488356
4.0,120.0,20.0,1.2003706,0.2517513,0.2820123,1.9970333,1.2569012,0.0217681,0.0017776,0.0010532,0.000904,0.4807314
2.0,200.0,0.0,0.2931848,0.2634916,0.2680594,9.1478533,0.2989012,0.033203,0.0034449,0.0015997,0.0016057,0.0239605
2.0,200.0,0.0,0.2496766,0.2824193,0.255766,8.9153814,0.2576233,0.0332907,0.0036277,0.0015834,0.0017695,0.0214895
2.0,200.0,0.0,0.2402676,0.2538338,0.2760217,8.9629674,0.2498661,0.0326347,0.0038739,0.0015349,0.0015857,0.0231837
3.0,200.0,0.0,0.3855443,0.2421036,0.260834,8.5381181,0.3717476,0.0325872,0.0037442,0.0018549,0.001809,0.0273
3.0,200.0,0.0,0.5931642,0.266455,0.2804377,8.4051191,0.5920434,0.0335995,0.0038692,0.0019038,0.0016492,0.0293978
3.0,200.0,0.0,0.6452895,0.2508803,0.2435928,8.8431946,0.6187859,0.0331874,0.0042266,0.0017645,0.0019724,0.0311843
4.0,200.0,0.0,1.0372102,0.2570555,0.2904159,8.0823561,1.0456031,0.0342458,0.0040325,0.0022924,0.002011,0.0357506
4.0,200.0,0.0,0.5782064,0.2600015,0.2534478,8.060789,0.590776,0.0326568,0.00449,0.0020636,0.0022498,0.0422466
4.0,200.0,0.0,1.1722825,0.2762822,0.2586553,8.0954338,1.162772,0.0334556,0.0041237,0.0020718,0.001999,0.0381082
2.0,240.0,40.0,0.3410587,0.271012,0.2787089,9.1010064,0.334931,0.0334685,0.0038276,0.0015973,0.0015706,0.1560159
2.0,240.0,40.0,0.4445088,0.2731554,0.2611557,9.0970744,0.4620843,0.0350265,0.0042757,0.0016485,0.0014904,0.1474792
2.0,240.0,40.0,0.3359709,0.262708,0.2613216,9.0560431,0.3374271,0.0345315,0.003756,0.0017301,0.0017166,0.144069
3.0,240.0,40.0,0.6428585,0.2893111,0.3213392,8.4820128,0.6236609,0.0335677,0.0042019,0.0019747,0.0018644,0.2841022
3.0,240.0,40.0,0.3107956,0.27107,0.2873509,8.5921019,0.3282901,0.0348129,0.0041235,0.001863,0.0018218,0.2809354
3.0,240.0,40.0,0.3193455,0.2510556,0.2839087,8.215503,0.3283233,0.0335726,0.0041662,0.0018167,0.0018102,0.2766643
4.0,240.0,40.0,2.3367365,0.2516814,0.272827,8.0283687,2.3028614,0.0337921,0.0045514,0.0020105,0.0016651,0.5460111
4.0,240.0,40.0,0.9790659,0.2549227,0.2845065,8.2078678,0.9834675,0.0343878,0.0046706,0.0021957,0.0017699,0.539492
4.0,240.0,40.0,1.065934,0.2632805,0.2845413,7.9455604,1.05882,0.0344597,0.0046669,0.0021169,0.0017407,0.5304093
2.0,300.0,0.0,0.3675377,0.2650646,0.2559418,24.6312706,0.3653515,0.0442917,0.0075252,0.002348,0.0025174,0.0325813
2.0,300.0,0.0,0.357259,0.2530353,0.2618337,24.9796472,0.3727797,0.0436009,0.0072115,0.0023729,0.0022981,0.0337469
2.0,300.0,0.0,0.5848,0.2459008,0.2494119,24.3256499,0.5589099,0.0434153,0.0078275,0.0022331,0.0027633,0.035191
3.0,300.0,0.0,0.5978674,0.2528452,0.244914,23.05698,0.6028879,0.0433493,0.0078109,0.0027502,0.002945,0.0397033
