wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GO,GP,GS,BS,RND
2.0,1000.0,0.0,13.1918456,0.3191225,0.3737216,4.4306426,1.7921176,0.2487918,0.4694581,0.0291808,0.4019666
2.0,1000.0,0.0,3.4996185,0.301231,0.3212052,3.4867471,1.7927277,0.1936111,0.0278509,0.0286601,0.3099484
2.0,1000.0,0.0,3.4493677,0.2746355,0.3078268,3.4020818,1.8112753,0.1909012,0.028993,0.0285071,0.3285978
3.0,1000.0,0.0,6.2236646,0.2938607,0.3338557,6.0926089,1.8050651,0.1949997,0.0338836,0.0332711,0.3856037
3.0,1000.0,0.0,5.3513533,0.2865601,0.3488359,5.4102992,1.8180461,0.197615,0.033895,0.0332794,0.3957501
3.0,1000.0,0.0,5.1806845,0.283648,0.3246066,5.2400624,1.9270473,0.1921994,0.0339018,0.0355379,0.4028434
4.0,1000.0,0.0,9.1371505,0.280121,0.316762,9.263557,1.8322273,0.2016086,0.039791,0.040278,0.4671429
4.0,1000.0,0.0,8.1804065,0.3001734,0.311195,8.1866279,1.8090028,0.1994258,0.0401634,0.0397186,0.4843873
4.0,1000.0,0.0,7.2086525,0.3082342,0.3351221,7.247853,1.8404472,0.2005409,0.0390828,0.0394692,0.4863729
2.0,1200.0,200.0,4.3978723,0.2938521,0.4212159,4.3664968,1.9339942,0.1974066,0.030206,0.0254988,1.8490423
2.0,1200.0,200.0,3.4126948,0.2744778,0.3948535,3.3981275,1.8187628,0.1915545,0.0277148,0.0247864,1.7860039
2.0,1200.0,200.0,4.9314011,0.2826702,0.3927378,5.0009978,1.80235,0.1952428,0.0274601,0.0257165,1.7562441
3.0,1200.0,200.0,5.2336633,0.2923802,0.5143878,5.1577314,1.8150037,0.1978476,0.0343626,0.0293061,3.2887577
3.0,1200.0,200.0,6.7602693,0.3030871,0.5773704,6.7360267,1.8167944,0.1977989,0.0336451,0.0293105,3.2639114
3.0,1200.0,200.0,5.154826,0.2994843,0.4368348,5.2340182,1.8245247,0.1980347,0.0345059,0.028092,3.2406332
4.0,1200.0,200.0,7.0986508,0.2900517,0.6833113,7.0890574,1.8347663,0.2022337,0.0409981,0.0295308,6.1159259
4.0,1200.0,200.0,17.5232494,0.293233,0.5704073,17.7459057,1.8256993,0.2043555,0.0415251,0.0328943,6.0908701
4.0,1200.0,200.0,11.5175691,0.3011085,0.6772977,11.5075746,1.8312616,0.2096322,0.0425415,0.0333424,5.901768
2.0,2000.0,0.0,7.168104,0.3306749,0.367163,7.3171062,4.7640591,1.1322587,0.0749469,0.0735557,0.8401484
2.0,2000.0,0.0,7.3011787,0.3464941,0.3780855,7.2887237,4.7628602,1.1377509,0.0761541,0.0738842,0.8625898
2.0,2000.0,0.0,8.3179674,0.3529482,0.3964379,8.3178424,4.8419614,1.1252058,0.0781655,0.0711193,0.8947852
3.0,2000.0,0.0,11.2138244,0.3509611,0.4027378,11.3144352,4.7675014,1.2017766,0.1000626,0.081372,0.8741189
3.0,2000.0,0.0,11.1146008,0.3316592,0.3761238,11.1137893,4.8065067,1.2033649,0.0784282,0.0771896,0.8758493
3.0,2000.0,0.0,18.2484135,0.3321013,0.3819223,18.6457151,4.7540043,1.2056068,0.0738703,0.071587,0.9256027
4.0,2000.0,0.0,17.3946302,0.3578443,0.4040286,17.5574024,4.7765346,1.2600217,0.1058641,0.0989337,0.9446087
4.0,2000.0,0.0,15.6305482,0.3359467,0.3867289,15.4467329,4.8127862,1.2728917,0.0949836,0.0967354,0.9657712
4.0,2000.0,0.0,15.6062109,0.3528083,0.4092946,15.8953165,4.8101405,1.2598517,0.0943828,0.1013342,0.9993731
2.0,2400.0,400.0,7.1771258,0.3763951,0.4556266,7.2240077,4.7569088,1.141334,0.0682006,0.0511733,2.527744
2.0,2400.0,400.0,7.6557697,0.3594177,0.4494362,7.5842377,4.7786706,1.1415263,0.0708713,0.052941,2.5310102
2.0,2400.0,400.0,7.6447115,0.3506073,0.4312316,7.615521,4.7653433,1.1460304,0.0714705,0.050975,2.5184772
3.0,2400.0,400.0,11.0410308,0.392994,0.6827123,11.1800581,4.8289012,1.2070685,0.0809559,0.063588,4.0914742
3.0,2400.0,400.0,11.0850841,0.3811974,0.4747937,11.0066134,4.7634791,1.2063071,0.0850635,0.0640203,4.0156038
3.0,2400.0,400.0,11.8653802,0.3633461,0.5386543,11.8671584,4.7645712,1.2189706,0.0841725,0.0660335,3.8925706
4.0,2400.0,400.0,15.7700183,0.3631465,0.6340995,15.8272438,4.765734,1.264948,0.1120538,0.0711309,7.2306822
4.0,2400.0,400.0,15.9837227,0.3706258,0.5245131,15.8131466,4.871254,1.3000232,0.1079741,0.0780647,7.0542375
4.0,2400.0,400.0,15.7503361,0.3697103,0.5806604,15.96174,4.7687432,1.2764092,0.1054208,0.0767818,6.973774
2.0,3000.0,0.0,13.0106816,0.4088752,0.514816,13.198616,7.4810555,4.5252991,0.3840946,0.1514936,1.317311
2.0,3000.0,0.0,13.0663779,0.4031624,0.4402095,13.0598561,7.4826215,4.5357351,0.3543214,0.1550224,1.378862
2.0,3000.0,0.0,13.1334375,0.420057,0.4647015,13.1602384,7.4893737,4.5219332,0.3492253,0.1488595,1.5087961
